session_id,user_id,agent_id,start_time,end_time,response_time_in_sec,total_queries,,,
S-5353,U-5353,A-5353,2.41.43,3.28.57,2834,6727,,,
S-5354,U-5354,A-5354,19.53.04,20.38.56,2752,980,,,
S-5355,U-5355,A-5355,22.39.01,22.45.36,395,1110,,,
S-5356,U-5356,A-5356,6.46.21,7.16.53,1832,2636,,,
S-5357,U-5357,A-5357,7.13.06,7.21.07,481,7768,,,
S-5358,U-5358,A-5358,21.05.14,21.37.39,1945,419,,,
S-5359,U-5359,A-5359,15.52.27,15.57.48,321,645,,,
S-5360,U-5360,A-5360,9.10.25,9.53.38,2593,149,,,
S-5361,U-5361,A-5361,5.24.07,6.11.17,2830,1012,,,
S-5362,U-5362,A-5362,4.48.13,4.58.34,621,968,,,
S-5363,U-5363,A-5363,19.52.50,20.35.26,2556,192,,,
S-5364,U-5364,A-5364,12.59.05,13.36.52,2267,4222,,,
S-5365,U-5365,A-5365,7.27.45,8.20.56,3191,5136,,,
S-5366,U-5366,A-5366,9.18.48,10.01.53,2585,2854,,,
S-5367,U-5367,A-5367,5.26.24,6.11.53,2729,7269,,,
S-5368,U-5368,A-5368,5.41.10,6.16.27,2117,1582,,,
S-5369,U-5369,A-5369,20.22.41,21.08.15,2734,6717,,,
S-5370,U-5370,A-5370,9.23.44,10.17.31,3227,49,,,
S-5371,U-5371,A-5371,23.37.23,0.37.12,-82811,2572,,,
S-5372,U-5372,A-5372,6.34.42,7.27.17,3155,3437,,,
S-5373,U-5373,A-5373,22.25.45,23.01.02,2117,3913,,,
S-5374,U-5374,A-5374,13.08.43,14.04.48,3365,2,,,
S-5375,U-5375,A-5375,11.27.41,11.33.16,335,283,,,
S-5376,U-5376,A-5376,8.12.03,8.39.43,1660,867,,,
S-5377,U-5377,A-5377,2.09.40,2.35.15,1535,4366,,,
S-5378,U-5378,A-5378,9.16.04,9.25.00,536,4610,,,
S-5379,U-5379,A-5379,21.35.00,22.33.44,3524,1169,,,
S-5380,U-5380,A-5380,0.26.59,1.26.45,3586,403,,,
S-5381,U-5381,A-5381,10.37.49,11.01.02,1393,69,,,
S-5382,U-5382,A-5382,1.38.06,2.29.00,3054,5665,,,
S-5383,U-5383,A-5383,0.23.03,1.03.09,2406,4204,,,
S-5384,U-5384,A-5384,11.37.58,11.46.44,526,200,,,
S-5385,U-5385,A-5385,13.59.23,14.29.26,1803,961,,,
S-5386,U-5386,A-5386,12.50.57,13.37.17,2780,2006,,,
S-5387,U-5387,A-5387,5.04.20,5.21.43,1043,4950,,,
S-5388,U-5388,A-5388,20.36.20,21.08.17,1917,7809,,,
S-5389,U-5389,A-5389,0.41.07,1.39.33,3506,40,,,
S-5390,U-5390,A-5390,0.15.39,0.31.51,972,260,,,
S-5391,U-5391,A-5391,3.21.32,4.02.48,2476,1019,,,
S-5392,U-5392,A-5392,22.02.13,22.56.04,3231,1909,,,
S-5393,U-5393,A-5393,4.02.36,4.54.48,3132,3799,,,
S-5394,U-5394,A-5394,23.48.09,0.14.06,-84843,1718,,,
S-5395,U-5395,A-5395,22.37.48,22.56.42,1134,6059,,,
S-5396,U-5396,A-5396,13.23.16,14.02.07,2331,1162,,,
S-5397,U-5397,A-5397,4.17.09,4.25.02,473,5211,,,
S-5398,U-5398,A-5398,5.45.36,6.13.44,1688,2037,,,
S-5399,U-5399,A-5399,8.33.45,8.41.22,457,2492,,,
S-5400,U-5400,A-5400,8.49.01,9.05.29,988,781,,,
S-5401,U-5401,A-5401,10.01.37,10.46.46,2709,6137,,,
S-5402,U-5402,A-5402,20.07.20,21.00.02,3162,1697,,,
S-5403,U-5403,A-5403,14.32.06,15.30.58,3532,69,,,
S-5404,U-5404,A-5404,16.13.25,16.25.52,747,7178,,,
S-5405,U-5405,A-5405,3.52.37,4.37.21,2684,1149,,,
S-5406,U-5406,A-5406,0.05.39,0.28.46,1387,873,,,
S-5407,U-5407,A-5407,17.47.27,18.27.29,2402,6987,,,
S-5408,U-5408,A-5408,6.04.55,6.42.42,2267,2564,,,
S-5409,U-5409,A-5409,8.22.21,8.40.13,1072,2336,,,
S-5410,U-5410,A-5410,6.19.53,7.02.39,2566,1358,,,
S-5411,U-5411,A-5411,1.41.58,2.05.53,1435,6707,,,
S-5412,U-5412,A-5412,23.53.13,0.18.28,-84885,7299,,,
S-5413,U-5413,A-5413,4.25.29,5.12.43,2834,2540,,,
S-5414,U-5414,A-5414,13.06.49,13.31.46,1497,3092,,,
S-5415,U-5415,A-5415,18.25.45,18.40.14,869,5856,,,
S-5416,U-5416,A-5416,19.36.17,20.20.39,2662,1740,,,
S-5417,U-5417,A-5417,20.29.44,21.20.31,3047,3378,,,
S-5418,U-5418,A-5418,17.46.29,18.37.59,3090,7912,,,
S-5419,U-5419,A-5419,9.11.53,9.40.54,1741,6147,,,
S-5420,U-5420,A-5420,6.37.43,7.22.24,2681,5399,,,
S-5421,U-5421,A-5421,5.48.55,6.36.25,2850,3851,,,
S-5422,U-5422,A-5422,13.04.24,13.36.33,1929,3600,,,
S-5423,U-5423,A-5423,4.06.52,4.15.15,503,3403,,,
S-5424,U-5424,A-5424,13.27.44,14.15.21,2857,2548,,,
S-5425,U-5425,A-5425,17.02.48,17.25.37,1369,6332,,,
S-5426,U-5426,A-5426,19.11.37,19.37.32,1555,472,,,
S-5427,U-5427,A-5427,23.27.25,23.49.51,1346,1582,,,
S-5428,U-5428,A-5428,6.20.49,7.19.55,3546,849,,,
S-5429,U-5429,A-5429,1.21.50,2.14.55,3185,1603,,,
S-5430,U-5430,A-5430,19.52.40,20.46.55,3255,483,,,
S-5431,U-5431,A-5431,15.58.44,16.33.49,2105,5512,,,
S-5432,U-5432,A-5432,5.19.13,5.45.08,1555,1455,,,
S-5433,U-5433,A-5433,8.41.05,8.55.06,841,5905,,,
S-5434,U-5434,A-5434,20.21.30,20.58.09,2199,337,,,
S-5435,U-5435,A-5435,7.20.20,8.17.53,3453,1358,,,
S-5436,U-5436,A-5436,2.11.41,2.44.35,1974,3608,,,
S-5437,U-5437,A-5437,7.15.37,7.48.55,1998,5024,,,
S-5438,U-5438,A-5438,15.41.58,16.18.45,2207,3378,,,
S-5439,U-5439,A-5439,7.27.37,8.16.50,2953,1726,,,
S-5440,U-5440,A-5440,4.29.20,5.00.41,1881,2895,,,
S-5441,U-5441,A-5441,17.06.14,17.19.29,795,1077,,,
S-5442,U-5442,A-5442,12.06.13,12.28.14,1321,2588,,,
S-5443,U-5443,A-5443,5.30.25,6.28.33,3488,435,,,
S-5444,U-5444,A-5444,18.21.47,18.55.57,2050,1497,,,
S-5445,U-5445,A-5445,23.49.29,0.26.43,-84166,1044,,,
S-5446,U-5446,A-5446,1.44.52,2.22.45,2273,2166,,,
S-5447,U-5447,A-5447,15.31.36,15.39.22,466,1618,,,
S-5448,U-5448,A-5448,1.32.42,2.20.15,2853,3956,,,
S-5449,U-5449,A-5449,12.45.09,13.01.11,962,2090,,,
S-5450,U-5450,A-5450,15.15.36,15.55.41,2405,6697,,,
S-5451,U-5451,A-5451,1.45.59,2.25.18,2359,5314,,,
S-5452,U-5452,A-5452,0.20.41,0.54.07,2006,1156,,,
S-5453,U-5453,A-5453,19.18.21,19.48.13,1792,2453,,,
S-5454,U-5454,A-5454,16.06.03,16.43.46,2263,1880,,,
S-5455,U-5455,A-5455,6.00.43,6.13.00,737,6608,,,
S-5456,U-5456,A-5456,8.04.04,8.51.15,2831,2532,,,
S-5457,U-5457,A-5457,0.12.42,0.34.27,1305,6332,,,
S-5458,U-5458,A-5458,8.52.54,9.27.24,2070,7799,,,
S-5459,U-5459,A-5459,5.46.20,6.35.45,2965,283,,,
S-5460,U-5460,A-5460,0.54.33,1.24.22,1789,2993,,,
S-5461,U-5461,A-5461,0.14.10,1.12.34,3504,6040,,,
S-5462,U-5462,A-5462,20.22.22,21.04.49,2547,739,,,
S-5463,U-5463,A-5463,12.34.41,13.14.12,2371,4820,,,
S-5464,U-5464,A-5464,16.18.48,16.40.42,1314,4738,,,
S-5465,U-5465,A-5465,11.08.46,11.47.32,2326,3608,,,
S-5466,U-5466,A-5466,20.21.28,20.33.33,725,716,,,
S-5467,U-5467,A-5467,1.12.36,1.52.06,2370,769,,,
S-5468,U-5468,A-5468,19.49.11,20.38.26,2955,1755,,,
S-5469,U-5469,A-5469,5.17.57,6.11.15,3198,2281,,,
S-5470,U-5470,A-5470,1.07.59,1.13.12,313,4115,,,
S-5471,U-5471,A-5471,1.24.55,1.38.28,813,6225,,,
S-5472,U-5472,A-5472,14.38.12,15.21.00,2568,980,,,
S-5473,U-5473,A-5473,6.48.57,7.47.29,3512,4195,,,
S-5474,U-5474,A-5474,5.40.41,5.56.37,956,5579,,,
S-5475,U-5475,A-5475,20.19.41,20.31.02,681,794,,,
S-5476,U-5476,A-5476,4.08.17,4.22.12,835,2724,,,
S-5477,U-5477,A-5477,7.51.06,8.01.37,631,2029,,,
S-5478,U-5478,A-5478,11.46.05,12.10.00,1435,2453,,,
S-5479,U-5479,A-5479,12.52.03,13.27.28,2125,4592,,,
S-5480,U-5480,A-5480,18.01.51,18.59.19,3448,611,,,
S-5481,U-5481,A-5481,16.06.15,17.05.56,3581,383,,,
S-5482,U-5482,A-5482,4.07.01,4.48.24,2483,4294,,,
S-5483,U-5483,A-5483,15.08.24,15.30.39,1335,3773,,,
S-5484,U-5484,A-5484,11.11.52,12.06.47,3295,1539,,,
S-5485,U-5485,A-5485,8.38.33,9.06.29,1676,2854,,,
S-5486,U-5486,A-5486,10.50.28,11.47.20,3412,6323,,,
S-5487,U-5487,A-5487,1.34.31,2.09.14,2083,76,,,
S-5488,U-5488,A-5488,5.12.39,5.59.49,2830,800,,,
S-5489,U-5489,A-5489,1.13.36,1.58.25,2689,5015,,,
S-5490,U-5490,A-5490,20.25.16,21.16.25,3069,3956,,,
S-5491,U-5491,A-5491,7.57.32,8.37.04,2372,179,,,
S-5492,U-5492,A-5492,15.48.14,15.57.11,537,7482,,,
S-5493,U-5493,A-5493,22.55.42,23.51.38,3356,1850,,,
S-5494,U-5494,A-5494,0.39.33,1.18.22,2329,806,,,
S-5495,U-5495,A-5495,8.36.47,9.00.07,1400,7778,,,
S-5496,U-5496,A-5496,7.16.11,7.31.50,939,4683,,,
S-5497,U-5497,A-5497,16.20.51,16.47.34,1603,170,,,
S-5498,U-5498,A-5498,1.25.08,1.46.41,1293,4411,,,
S-5499,U-5499,A-5499,18.23.07,19.18.18,3311,87,,,
S-5500,U-5500,A-5500,17.22.27,18.16.51,3264,2382,,,
S-5501,U-5501,A-5501,20.36.57,21.35.21,3504,5703,,,
S-5502,U-5502,A-5502,6.29.24,6.35.48,384,3799,,,
S-5503,U-5503,A-5503,11.56.03,12.25.59,1796,980,,,
S-5504,U-5504,A-5504,3.59.42,4.46.11,2789,3591,,,
S-5505,U-5505,A-5505,15.25.45,15.43.19,1054,6677,,,
S-5506,U-5506,A-5506,10.10.26,10.28.20,1074,532,,,
S-5507,U-5507,A-5507,15.54.08,16.44.35,3027,3126,,,
S-5508,U-5508,A-5508,17.15.43,17.26.03,620,5522,,,
S-5509,U-5509,A-5509,15.44.02,15.51.02,420,1103,,,
S-5510,U-5510,A-5510,5.02.57,5.53.08,3011,2516,,,
S-5511,U-5511,A-5511,3.44.12,4.41.47,3455,2469,,,
S-5512,U-5512,A-5512,10.47.28,11.36.34,2946,424,,,
S-5513,U-5513,A-5513,3.58.15,4.32.42,2067,40,,,
S-5514,U-5514,A-5514,5.15.46,5.55.27,2381,5136,,,
S-5515,U-5515,A-5515,7.44.41,8.03.20,1119,4348,,,
S-5516,U-5516,A-5516,3.11.23,3.21.47,624,5751,,,
S-5517,U-5517,A-5517,9.08.04,9.34.54,1610,4922,,,
S-5518,U-5518,A-5518,0.46.08,1.17.17,1869,2021,,,
S-5519,U-5519,A-5519,0.17.19,0.45.26,1687,5286,,,
S-5520,U-5520,A-5520,0.00.16,0.47.00,2804,2903,,,
S-5521,U-5521,A-5521,12.38.24,13.24.59,2795,3583,,,
S-5522,U-5522,A-5522,5.19.46,5.36.36,1010,4285,,,
S-5523,U-5523,A-5523,17.05.34,17.57.00,3086,4438,,,
S-5524,U-5524,A-5524,22.48.35,22.54.38,363,7902,,,
S-5525,U-5525,A-5525,6.41.39,7.05.35,1436,7077,,,
S-5526,U-5526,A-5526,15.28.21,16.00.10,1909,2320,,,
S-5527,U-5527,A-5527,19.51.11,20.15.19,1448,2304,,,
S-5528,U-5528,A-5528,16.53.28,17.38.11,2683,7238,,,
S-5529,U-5529,A-5529,5.51.26,6.47.19,3353,3773,,,
S-5530,U-5530,A-5530,20.29.44,20.45.01,917,800,,,
S-5531,U-5531,A-5531,4.37.16,4.51.29,853,7238,,,
S-5532,U-5532,A-5532,10.29.24,11.20.09,3045,751,,,
S-5533,U-5533,A-5533,22.40.10,23.09.48,1778,4213,,,
S-5534,U-5534,A-5534,16.18.10,17.14.54,3404,2700,,,
S-5535,U-5535,A-5535,23.55.54,0.15.17,-85237,2181,,,
S-5536,U-5536,A-5536,9.06.21,9.56.37,3016,2312,,,
S-5537,U-5537,A-5537,17.24.04,17.33.25,561,6118,,,
S-5538,U-5538,A-5538,12.58.53,13.04.17,324,3591,,,
S-5539,U-5539,A-5539,0.43.08,1.02.30,1162,1689,,,
S-5540,U-5540,A-5540,6.50.35,7.09.43,1148,968,,,
S-5541,U-5541,A-5541,18.20.12,19.15.24,3312,4036,,,
S-5542,U-5542,A-5542,18.36.55,19.18.20,2485,2492,,,
S-5543,U-5543,A-5543,11.17.47,12.07.43,2996,129,,,
S-5544,U-5544,A-5544,9.45.36,10.06.33,1257,1358,,,
S-5545,U-5545,A-5545,14.05.14,14.33.10,1676,2684,,,
S-5546,U-5546,A-5546,22.41.03,22.51.58,655,7198,,,
S-5547,U-5547,A-5547,8.40.50,8.50.16,566,6352,,,
S-5548,U-5548,A-5548,14.15.07,14.38.34,1407,521,,,
S-5549,U-5549,A-5549,12.11.24,12.18.59,455,4656,,,
S-5550,U-5550,A-5550,5.44.06,5.55.01,655,1902,,,
S-5551,U-5551,A-5551,22.19.07,22.31.03,716,4465,,,
S-5552,U-5552,A-5552,21.44.59,22.21.19,2180,7574,,,
S-5553,U-5553,A-5553,14.33.12,15.17.53,2681,5560,,,
S-5554,U-5554,A-5554,23.12.50,23.49.02,2172,3209,,,
S-5555,U-5555,A-5555,23.22.14,23.45.05,1371,3076,,,
S-5556,U-5556,A-5556,5.40.01,6.27.39,2858,3276,,,
S-5557,U-5557,A-5557,14.19.14,15.08.26,2952,4793,,,
S-5558,U-5558,A-5558,17.14.21,18.05.52,3091,6303,,,
S-5559,U-5559,A-5559,23.25.51,23.31.09,318,2724,,,
S-5560,U-5560,A-5560,11.28.17,12.23.20,3303,622,,,
S-5561,U-5561,A-5561,9.55.20,10.07.25,725,7676,,,
S-5562,U-5562,A-5562,18.22.12,18.47.02,1490,2684,,,
S-5563,U-5563,A-5563,12.44.31,13.18.13,2022,2336,,,
S-5564,U-5564,A-5564,7.43.39,8.08.35,1496,6088,,,
S-5565,U-5565,A-5565,1.00.23,1.16.35,972,1462,,,
S-5566,U-5566,A-5566,1.32.22,2.23.32,3070,830,,,
S-5567,U-5567,A-5567,3.50.02,3.59.03,541,7584,,,
S-5568,U-5568,A-5568,18.56.09,19.33.15,2226,1182,,,
S-5569,U-5569,A-5569,22.54.01,23.01.57,476,6401,,,
S-5570,U-5570,A-5570,9.44.28,9.57.32,784,532,,,
S-5571,U-5571,A-5571,14.08.03,14.59.12,3069,2772,,,
S-5572,U-5572,A-5572,17.36.47,17.49.28,761,4240,,,
S-5573,U-5573,A-5573,22.47.45,23.15.27,1662,722,,,
S-5574,U-5574,A-5574,22.55.33,23.15.13,1180,7360,,,
S-5575,U-5575,A-5575,15.04.15,16.03.40,3565,1880,,,
S-5576,U-5576,A-5576,20.46.34,21.06.13,1179,6987,,,
S-5577,U-5577,A-5577,15.17.51,15.55.14,2243,4,,,
S-5578,U-5578,A-5578,4.32.53,5.20.15,2842,298,,,
S-5579,U-5579,A-5579,6.33.11,7.24.52,3101,1229,,,
S-5580,U-5580,A-5580,14.09.49,14.46.10,2181,6137,,,
S-5581,U-5581,A-5581,23.48.59,0.16.19,-84760,3574,,,
S-5582,U-5582,A-5582,1.20.16,2.00.31,2415,4107,,,
S-5583,U-5583,A-5583,17.33.22,18.24.02,3040,227,,,
S-5584,U-5584,A-5584,20.56.48,21.40.53,2645,7943,,,
S-5585,U-5585,A-5585,3.27.01,3.42.12,911,6372,,,
S-5586,U-5586,A-5586,3.39.15,4.02.32,1397,6957,,,
S-5587,U-5587,A-5587,13.13.23,13.57.28,2645,7645,,,
S-5588,U-5588,A-5588,23.58.25,0.32.28,-84357,7350,,,
S-5589,U-5589,A-5589,13.19.04,13.40.42,1298,4729,,,
S-5590,U-5590,A-5590,21.01.50,21.20.27,1117,5257,,,
S-5591,U-5591,A-5591,0.02.50,0.59.17,3387,2135,,,
S-5592,U-5592,A-5592,0.37.17,0.56.54,1177,383,,,
S-5593,U-5593,A-5593,23.14.08,23.46.00,1912,3092,,,
S-5594,U-5594,A-5594,22.55.35,23.46.08,3033,4465,,,
S-5595,U-5595,A-5595,17.37.18,18.00.17,1379,605,,,
S-5596,U-5596,A-5596,6.21.12,7.06.40,2728,2367,,,
S-5597,U-5597,A-5597,1.20.57,1.31.25,628,836,,,
S-5598,U-5598,A-5598,14.57.45,15.13.59,974,3600,,,
S-5599,U-5599,A-5599,1.43.40,2.03.06,1166,4610,,,
S-5600,U-5600,A-5600,0.15.46,0.43.06,1640,6040,,,
S-5601,U-5601,A-5601,2.05.12,3.01.55,3403,7228,,,
S-5602,U-5602,A-5602,23.11.15,23.29.33,1098,1733,,,
S-5603,U-5603,A-5603,3.30.38,3.51.40,1262,1984,,,
S-5604,U-5604,A-5604,23.40.50,0.03.13,-85057,4115,,,
S-5605,U-5605,A-5605,13.43.13,14.35.34,3141,5145,,,
S-5606,U-5606,A-5606,3.27.21,4.01.30,2049,1909,,,
S-5607,U-5607,A-5607,5.32.10,5.57.26,1516,538,,,
S-5608,U-5608,A-5608,22.20.32,23.02.11,2499,1872,,,
S-5609,U-5609,A-5609,7.52.50,8.08.26,936,322,,,
S-5610,U-5610,A-5610,19.58.41,20.43.43,2702,1880,,,
S-5611,U-5611,A-5611,7.22.18,7.54.43,1945,166,,,
S-5612,U-5612,A-5612,3.01.49,3.37.19,2130,5722,,,
S-5613,U-5613,A-5613,17.47.35,18.19.42,1927,5760,,,
S-5614,U-5614,A-5614,22.30.28,23.02.23,1915,4276,,,
S-5615,U-5615,A-5615,10.18.34,11.06.52,2898,2668,,,
S-5616,U-5616,A-5616,8.51.58,9.02.11,613,5799,,,
S-5617,U-5617,A-5617,6.18.24,6.28.38,614,3505,,,
S-5618,U-5618,A-5618,9.38.44,10.04.19,1535,17,,,
S-5619,U-5619,A-5619,13.45.27,14.43.06,3459,1872,,,
S-5620,U-5620,A-5620,19.25.51,20.21.47,3356,7107,,,
S-5621,U-5621,A-5621,6.23.20,6.41.42,1102,1365,,,
S-5622,U-5622,A-5622,1.19.43,1.27.45,482,192,,,
S-5623,U-5623,A-5623,16.47.39,17.35.51,2892,4978,,,
S-5624,U-5624,A-5624,0.45.34,1.05.09,1175,3816,,,
S-5625,U-5625,A-5625,11.54.36,12.44.02,2966,1462,,,
S-5626,U-5626,A-5626,16.14.19,16.32.38,1099,1704,,,
S-5627,U-5627,A-5627,13.56.59,14.18.10,1271,2854,,,
S-5628,U-5628,A-5628,11.23.39,11.36.48,789,6707,,,
S-5629,U-5629,A-5629,9.52.58,10.25.17,1939,5408,,,
S-5630,U-5630,A-5630,13.17.59,13.24.07,368,117,,,
S-5631,U-5631,A-5631,2.07.16,3.04.32,3436,4492,,,
S-5632,U-5632,A-5632,9.42.36,10.02.25,1189,622,,,
S-5633,U-5633,A-5633,2.21.53,2.52.20,1827,6687,,,
S-5634,U-5634,A-5634,11.25.41,11.42.58,1037,3001,,,
S-5635,U-5635,A-5635,20.22.16,20.56.59,2083,5182,,,
S-5636,U-5636,A-5636,1.52.29,1.58.33,364,1843,,,
S-5637,U-5637,A-5637,6.13.10,7.10.44,3454,6997,,,
S-5638,U-5638,A-5638,1.56.42,2.21.49,1507,2500,,,
S-5639,U-5639,A-5639,1.39.27,2.28.28,2941,6817,,,
S-5640,U-5640,A-5640,12.07.02,12.49.31,2549,8,,,
S-5641,U-5641,A-5641,17.22.11,18.00.03,2272,3686,,,
S-5642,U-5642,A-5642,11.56.17,12.51.21,3304,37,,,
S-5643,U-5643,A-5643,4.19.58,5.16.34,3396,794,,,
S-5644,U-5644,A-5644,4.32.41,5.29.53,3432,3209,,,
S-5645,U-5645,A-5645,11.08.52,12.00.33,3101,3948,,,
S-5646,U-5646,A-5646,19.40.46,19.48.13,447,7789,,,
S-5647,U-5647,A-5647,22.46.40,23.29.09,2549,2821,,,
S-5648,U-5648,A-5648,7.55.43,8.34.32,2329,733,,,
S-5649,U-5649,A-5649,9.19.54,9.42.05,1331,3860,,,
S-5650,U-5650,A-5650,19.28.36,20.21.33,3177,357,,,
S-5651,U-5651,A-5651,12.29.03,12.55.29,1586,4996,,,
S-5652,U-5652,A-5652,11.11.52,11.43.10,1878,73,,,
S-5653,U-5653,A-5653,18.57.23,19.25.42,1699,1582,,,
S-5654,U-5654,A-5654,2.17.45,2.31.09,804,2204,,,
S-5655,U-5655,A-5655,6.26.33,7.17.41,3068,1976,,,
S-5656,U-5656,A-5656,3.08.45,3.19.32,647,1162,,,
S-5657,U-5657,A-5657,1.51.51,2.49.38,3467,7482,,,
S-5658,U-5658,A-5658,17.33.52,18.31.34,3462,1209,,,
S-5659,U-5659,A-5659,9.24.15,9.44.48,1233,1372,,,
S-5660,U-5660,A-5660,5.33.09,5.59.08,1559,5876,,,
S-5661,U-5661,A-5661,5.58.25,6.38.00,2375,2492,,,
S-5662,U-5662,A-5662,13.10.23,13.29.36,1153,2235,,,
S-5663,U-5663,A-5663,8.01.15,8.59.40,3505,3904,,,
S-5664,U-5664,A-5664,11.24.04,12.02.53,2329,1229,,,
S-5665,U-5665,A-5665,6.43.00,7.41.10,3490,4018,,,
S-5666,U-5666,A-5666,20.52.18,20.57.38,320,2,,,
S-5667,U-5667,A-5667,12.08.40,12.28.31,1191,5560,,,
S-5668,U-5668,A-5668,18.09.27,18.20.03,636,121,,,
S-5669,U-5669,A-5669,16.30.55,17.18.52,2877,1525,,,
S-5670,U-5670,A-5670,7.00.18,7.30.05,1787,102,,,
S-5671,U-5671,A-5671,21.09.09,22.08.11,3542,4501,,,
S-5672,U-5672,A-5672,20.21.20,21.11.42,3022,2805,,,
S-5673,U-5673,A-5673,9.50.24,10.11.16,1252,3403,,,
S-5674,U-5674,A-5674,1.15.56,1.48.52,1976,1189,,,
S-5675,U-5675,A-5675,11.27.01,11.47.49,1248,5522,,,
S-5676,U-5676,A-5676,17.52.53,18.32.00,2347,7451,,,
S-5677,U-5677,A-5677,2.27.22,3.12.19,2697,7451,,,
S-5678,U-5678,A-5678,2.25.33,3.23.49,3496,7553,,,
S-5679,U-5679,A-5679,16.30.24,16.41.25,661,1718,,,
S-5680,U-5680,A-5680,23.38.47,0.35.48,-82979,1331,,,
S-5681,U-5681,A-5681,18.19.21,18.51.06,1905,303,,,
S-5682,U-5682,A-5682,20.49.20,21.46.37,3437,1984,,,
S-5683,U-5683,A-5683,17.21.55,18.19.00,3425,6166,,,
S-5684,U-5684,A-5684,1.30.18,2.03.05,1967,153,,,
S-5685,U-5685,A-5685,22.53.17,23.39.10,2753,2414,,,
S-5686,U-5686,A-5686,3.38.31,4.06.54,1703,2289,,,
S-5687,U-5687,A-5687,22.58.13,23.46.39,2906,69,,,
S-5688,U-5688,A-5688,9.48.39,10.11.02,1343,7218,,,
S-5689,U-5689,A-5689,22.46.42,23.25.48,2346,1358,,,
S-5690,U-5690,A-5690,5.48.06,6.34.37,2791,505,,,
S-5691,U-5691,A-5691,15.53.43,16.12.10,1107,4124,,,
S-5692,U-5692,A-5692,19.22.27,20.00.18,2271,7279,,,
S-5693,U-5693,A-5693,7.11.44,7.16.48,304,5399,,,
S-5694,U-5694,A-5694,11.28.28,11.48.55,1227,1103,,,
S-5695,U-5695,A-5695,2.53.39,3.26.08,1949,949,,,
S-5696,U-5696,A-5696,20.32.56,21.21.47,2931,2968,,,
S-5697,U-5697,A-5697,20.23.42,21.08.12,2670,6668,,,
S-5698,U-5698,A-5698,1.57.28,2.38.32,2464,7218,,,
S-5699,U-5699,A-5699,2.22.30,3.17.27,3297,2870,,,
S-5700,U-5700,A-5700,23.05.25,0.01.17,-83048,7309,,,
S-5701,U-5701,A-5701,18.35.11,19.26.32,3081,651,,,
S-5702,U-5702,A-5702,12.26.17,12.31.30,313,3677,,,
S-5703,U-5703,A-5703,1.17.55,1.33.12,917,1044,,,
S-5704,U-5704,A-5704,0.01.12,0.10.37,565,1539,,,
S-5705,U-5705,A-5705,0.29.13,1.10.22,2469,7147,,,
S-5706,U-5706,A-5706,22.23.47,23.15.58,3131,283,,,
S-5707,U-5707,A-5707,4.38.37,5.04.11,1534,961,,,
S-5708,U-5708,A-5708,3.40.17,4.18.44,2307,1909,,,
S-5709,U-5709,A-5709,19.35.11,20.16.10,2459,1504,,,
S-5710,U-5710,A-5710,2.57.32,3.21.47,1455,1249,,,
S-5711,U-5711,A-5711,23.42.44,23.52.26,582,3808,,,
S-5712,U-5712,A-5712,21.17.09,21.53.40,2191,7820,,,
S-5713,U-5713,A-5713,10.51.13,11.18.29,1636,1038,,,
S-5714,U-5714,A-5714,16.47.35,17.06.35,1140,2977,,,
S-5715,U-5715,A-5715,15.45.10,16.25.32,2422,1632,,,
S-5716,U-5716,A-5716,0.59.32,1.49.36,3004,1236,,,
S-5717,U-5717,A-5717,6.26.33,6.37.49,676,4420,,,
S-5718,U-5718,A-5718,23.50.20,0.05.24,-85496,961,,,
S-5719,U-5719,A-5719,1.38.35,1.45.46,431,5446,,,
S-5720,U-5720,A-5720,18.02.32,18.10.04,452,3142,,,
S-5721,U-5721,A-5721,0.14.43,0.48.15,2012,1372,,,
S-5722,U-5722,A-5722,3.51.16,4.44.22,3186,521,,,
S-5723,U-5723,A-5723,14.13.16,14.20.08,412,6283,,,
S-5724,U-5724,A-5724,10.01.40,10.09.43,483,2212,,,
S-5725,U-5725,A-5725,15.43.23,15.54.03,640,1176,,,
S-5726,U-5726,A-5726,6.26.13,7.08.06,2513,7758,,,
S-5727,U-5727,A-5727,0.50.15,1.46.08,3353,2911,,,
S-5728,U-5728,A-5728,13.15.19,14.14.46,3567,4474,,,
S-5729,U-5729,A-5729,20.30.09,21.02.40,1951,5770,,,
S-5730,U-5730,A-5730,5.10.32,6.01.30,3058,3034,,,
S-5731,U-5731,A-5731,10.54.17,11.38.56,2679,7258,,,
S-5732,U-5732,A-5732,19.38.09,20.30.18,3129,7737,,,
S-5733,U-5733,A-5733,0.13.29,1.09.50,3381,3463,,,
S-5734,U-5734,A-5734,12.26.14,13.19.39,3205,521,,,
S-5735,U-5735,A-5735,21.34.03,21.41.05,422,1668,,,
S-5736,U-5736,A-5736,1.54.08,2.44.43,3035,6147,,,
S-5737,U-5737,A-5737,19.30.42,19.48.13,1051,1297,,,
S-5738,U-5738,A-5738,10.05.28,10.57.15,3107,3860,,,
S-5739,U-5739,A-5739,16.48.06,17.22.08,2042,2398,,,
S-5740,U-5740,A-5740,22.38.38,23.01.04,1346,1051,,,
S-5741,U-5741,A-5741,5.02.57,5.12.52,595,5789,,,
S-5742,U-5742,A-5742,4.14.46,5.10.44,3358,1726,,,
S-5743,U-5743,A-5743,21.14.19,21.47.56,2017,7107,,,
S-5744,U-5744,A-5744,21.50.08,21.59.41,573,566,,,
