Agent_Id,Agent_Name,Model_Used,Current_Version,Created_At,Status
A-5787,NeuroBot,Mistral-7B,v5.3.0,10-08-2025,Testing
A-5788,HyperBot,GPT-4o,v3.6.9,22-07-2025,Disabled
A-5789,HyperGPT,GPT-4,v3.8.9,03-11-2025,Active
A-5790,EchoAI,HyperNova,v2.5.0,10-09-2024,Disabled
A-5791,TurboAI,FinanceGPT,v3.4.1,19-09-2025,Testing
A-5792,NanoBot,QuantumAI,v4.0.8,07-03-2025,Active
A-5793,ChatEngine,GPT-3.5 Turbo,v3.6.4,04-07-2024,Active
A-5794,TurboBot,QuantumAI,v1.4.2,11-07-2024,Active
A-5795,TurboGPT,LLaMA-3 70B,v3.6.5,22-12-2024,Active
A-5796,EchoEngine,GPT-3.5 Turbo,v3.9.2,10-07-2024,Disabled
A-5797,EchoBot,CodeGen-v2,v5.4.5,19-09-2025,Disabled
A-5798,TurboBot,GPT-4o-finetune-v1,v3.6.8,03-04-2025,Testing
A-5799,CodeAI,Mistral-7B,v2.6.1,02-02-2024,Active
A-5800,UltraEngine,GPT-4o,v5.5.0,22-03-2024,Testing
A-5801,EchoGPT,CodeGen-v2,v4.3.6,23-04-2025,Active
A-5802,ChatCore,Mixtral-8B,v3.9.0,12-05-2025,Testing
A-5803,UltraEngine,GPT-3.5 Turbo,v2.1.4,04-06-2025,Testing
A-5804,ChatAI,LLaMA-3 70B,v1.6.4,30-11-2024,Active
A-5805,CodeMind,Claude 3,v3.6.8,25-04-2025,Active
A-5806,NanoEngine,GPT-4o,v3.8.2,14-02-2025,Active
A-5807,SmartEngine,QuantumAI,v2.0.7,19-06-2024,Testing
A-5808,CodeGPT,LLaMA-3 70B,v1.2.9,19-07-2024,Active
A-5809,HyperBot,QuantumAI,v5.2.3,26-12-2024,Active
A-5810,HyperEngine,Claude 2,v4.5.1,26-02-2024,Testing
A-5811,EchoBot,Mistral-7B,v1.7.4,02-09-2024,Disabled
A-5812,UltraEngine,QuantumAI,v2.2.5,04-06-2024,Active
A-5813,DeepLLM,Mixtral-8B,v1.3.0,12-12-2024,Active
A-5814,CodeLLM,Mixtral-8B,v2.0.1,15-12-2024,Active
A-5815,UltraAI,Claude 3,v4.9.5,09-06-2024,Testing
A-5816,ChatGPT,FinanceGPT,v3.7.6,28-10-2024,Testing
A-5817,EchoEngine,LLaMA-3 70B,v3.5.8,04-12-2024,Active
A-5818,DeepAI,QuantumAI,v3.5.9,02-08-2024,Active
A-5819,NanoEngine,LLaMA-3 7B,v3.2.3,18-09-2024,Active
A-5820,DeepEngine,GPT-4o-finetune-v1,v4.5.1,12-07-2024,Active
A-5821,EchoMind,CodeGen-v2,v2.3.5,09-07-2025,Testing
A-5822,NeuroGPT,Mistral-7B,v3.3.2,21-02-2025,Active
A-5823,CodeMind,Mixtral-8B,v2.5.4,12-10-2024,Testing
A-5824,CodeGPT,FinanceGPT,v2.0.2,10-11-2025,Testing
A-5825,TurboMind,GPT-3.5 Turbo,v3.0.6,10-11-2024,Testing
A-5826,NeuroEngine,HyperNova,v5.1.6,17-06-2024,Active
A-5827,NanoAI,Mistral-7B,v3.1.0,21-04-2025,Testing
A-5828,DeepCore,GPT-4o-finetune-v1,v5.6.6,29-05-2024,Active
A-5829,UltraLLM,Claude 3,v5.6.1,07-10-2025,Testing
A-5830,UltraBot,Claude 3,v1.2.7,26-03-2024,Testing
A-5831,ChatAI,FinanceGPT,v2.4.5,08-07-2024,Active
A-5832,CodeEngine,Mistral-7B,v1.5.3,10-01-2025,Testing
A-5833,NeuroMind,Mistral-7B,v4.2.6,16-05-2024,Active
A-5834,SmartAI,LLaMA-3 7B,v5.6.6,05-09-2024,Disabled
A-5835,DeepCore,LLaMA-3 7B,v2.7.6,01-02-2024,Active
A-5836,NanoMind,Mixtral-8B,v1.0.8,16-05-2025,Active
A-5837,EchoLLM,CodeGen-v2,v4.3.6,27-11-2024,Disabled
A-5838,SmartGPT,Mistral-7B,v3.8.9,27-04-2024,Active
A-5839,DeepLLM,GPT-4o-finetune-v1,v2.4.8,13-10-2024,Active
A-5840,NeuroAI,GPT-3.5 Turbo,v2.4.0,04-04-2024,Active
A-5841,NeuroGPT,GPT-3.5 Turbo,v2.5.2,09-02-2025,Active
A-5842,NeuroAI,Mistral-7B,v5.9.5,02-11-2024,Disabled
A-5843,UltraEngine,QuantumAI,v3.3.1,17-11-2024,Disabled
A-5844,HyperLLM,Mistral-7B,v1.6.6,20-06-2025,Testing
A-5845,HyperLLM,Claude 3,v2.0.7,03-04-2024,Testing
A-5846,SmartAI,Claude 2,v2.6.9,29-07-2025,Active
A-5847,TurboEngine,GPT-4o,v1.1.7,21-05-2025,Active
A-5848,ChatAI,LLaMA-3 7B,v5.0.4,11-06-2024,Active
A-5849,SmartCore,LLaMA-3 70B,v1.8.6,21-06-2024,Active
A-5850,TurboGPT,HyperNova,v4.6.0,20-02-2025,Testing
A-5851,NanoGPT,GPT-4o-finetune-v1,v3.4.9,16-11-2024,Testing
A-5852,EchoLLM,LLaMA-3 7B,v3.9.4,29-11-2024,Active
A-5853,NeuroBot,QuantumAI,v4.8.6,18-10-2024,Disabled
A-5854,ChatEngine,QuantumAI,v4.4.8,25-12-2024,Active
A-5855,TurboCore,Mistral-7B,v2.4.9,20-08-2025,Active
A-5856,SmartGPT,GPT-4o-finetune-v1,v1.3.4,24-08-2024,Active
A-5857,NanoMind,Mixtral-8B,v1.6.0,17-02-2024,Disabled
A-5858,NanoGPT,GPT-4o,v4.8.7,30-01-2025,Active
A-5859,SmartMind,GPT-3.5 Turbo,v3.4.2,18-07-2025,Active
A-5860,TurboCore,CodeGen-v2,v3.7.9,14-12-2024,Testing
A-5861,SmartCore,Mixtral-8B,v1.0.4,22-12-2024,Active
A-5862,EchoMind,LLaMA-3 13B,v4.9.6,29-03-2024,Active
A-5863,SmartLLM,FinanceGPT,v5.6.1,19-10-2024,Testing
A-5864,NanoCore,CodeGen-v2,v4.0.2,18-09-2025,Active
A-5865,ChatEngine,GPT-3.5 Turbo,v3.8.3,12-02-2025,Active
A-5866,ChatEngine,CodeGen-v2,v2.3.2,17-02-2025,Active
A-5867,DeepMind,QuantumAI,v4.1.8,01-09-2025,Active
A-5868,ChatLLM,LLaMA-3 70B,v1.9.9,07-12-2024,Disabled
A-5869,NeuroEngine,GPT-4o,v3.7.7,27-04-2024,Active
A-5870,TurboBot,Mixtral-8B,v1.0.1,05-03-2025,Testing
A-5871,CodeGPT,QuantumAI,v5.5.9,19-06-2024,Active
A-5872,NanoCore,GPT-4o-finetune-v1,v2.1.4,12-10-2024,Active
A-5873,UltraLLM,GPT-4,v3.6.2,13-04-2024,Active
A-5874,UltraLLM,LLaMA-3 70B,v2.1.6,13-11-2025,Active
A-5875,CodeLLM,Claude 3,v4.5.5,01-04-2024,Disabled
A-5876,SmartMind,Claude 3,v5.2.2,16-11-2025,Active
A-5877,DeepAI,QuantumAI,v5.5.2,18-10-2025,Active
A-5878,HyperMind,HyperNova,v2.5.8,24-06-2024,Testing
A-5879,NanoEngine,FinanceGPT,v5.3.6,08-06-2025,Active
A-5880,SmartBot,FinanceGPT,v2.1.6,18-06-2025,Testing
A-5881,UltraAI,FinanceGPT,v1.6.8,17-01-2025,Active
A-5882,NeuroAI,Claude 2,v3.2.6,08-03-2024,Disabled
A-5883,TurboAI,Claude 2,v3.6.8,06-03-2024,Active
A-5884,SmartBot,LLaMA-3 7B,v5.9.6,09-01-2024,Active
A-5885,SmartGPT,Claude 3,v1.5.8,06-02-2024,Active
A-5886,CodeGPT,GPT-4,v5.1.9,03-04-2024,Disabled
A-5887,NeuroGPT,Mistral-7B,v3.3.8,03-08-2025,Active
A-5888,NanoCore,GPT-3.5 Turbo,v1.0.4,13-12-2024,Disabled
A-5889,SmartMind,Mixtral-8B,v2.4.7,17-05-2024,Active
A-5890,ChatEngine,Claude 3,v4.4.7,20-11-2025,Active
A-5891,ChatEngine,LLaMA-3 7B,v4.9.9,04-08-2024,Active
A-5892,EchoEngine,Mistral-7B,v1.8.6,10-12-2024,Active
A-5893,HyperAI,GPT-3.5 Turbo,v3.5.2,31-05-2024,Active
A-5894,NanoCore,Mistral-7B,v5.9.9,19-01-2025,Testing
A-5895,NanoCore,LLaMA-3 7B,v3.5.8,05-08-2025,Disabled
A-5896,HyperAI,Claude 3,v4.7.7,18-01-2024,Active
A-5897,EchoCore,FinanceGPT,v1.9.7,30-01-2025,Disabled
A-5898,HyperLLM,HyperNova,v5.1.9,25-03-2025,Active
A-5899,CodeCore,QuantumAI,v4.1.9,27-07-2025,Disabled
A-5900,SmartGPT,CodeGen-v2,v2.8.2,14-02-2024,Testing
A-5901,NanoEngine,Mixtral-8B,v2.5.7,30-11-2024,Active
A-5902,NanoAI,LLaMA-3 7B,v5.3.0,10-02-2025,Active
A-5903,TurboCore,GPT-4o-finetune-v1,v4.9.9,13-11-2025,Active
A-5904,SmartCore,FinanceGPT,v4.3.4,23-08-2025,Testing
A-5905,ChatBot,CodeGen-v2,v2.0.7,24-03-2024,Active
A-5906,UltraBot,GPT-4o-finetune-v1,v4.6.0,18-08-2025,Active
A-5907,NanoBot,LLaMA-3 7B,v3.9.6,14-06-2024,Testing
A-5908,TurboEngine,LLaMA-3 7B,v4.0.1,08-09-2024,Active
A-5909,SmartAI,Mixtral-8B,v5.3.2,29-04-2024,Active
A-5910,NeuroLLM,CodeGen-v2,v1.0.2,16-10-2025,Active
A-5911,NeuroGPT,HyperNova,v5.9.9,21-06-2025,Active
A-5912,NeuroEngine,Claude 3,v2.5.9,15-01-2025,Active
A-5913,DeepBot,QuantumAI,v2.5.5,28-07-2025,Disabled
A-5914,EchoLLM,GPT-4,v2.6.3,22-05-2025,Disabled
A-5915,SmartAI,Mistral-7B,v2.9.3,11-01-2025,Testing
A-5916,NanoEngine,Claude 3,v3.3.8,31-08-2025,Active
A-5917,HyperBot,CodeGen-v2,v4.7.6,23-12-2024,Active
A-5918,NeuroMind,Claude 3,v4.3.1,10-09-2025,Active
A-5919,NanoGPT,Mistral-7B,v5.5.2,03-05-2025,Active
A-5920,DeepLLM,LLaMA-3 13B,v2.6.9,04-02-2025,Testing
A-5921,SmartEngine,FinanceGPT,v5.5.1,06-03-2025,Active
A-5922,NanoMind,HyperNova,v4.2.8,23-05-2025,Disabled
A-5923,TurboLLM,LLaMA-3 70B,v2.4.5,16-06-2024,Active
A-5924,CodeEngine,QuantumAI,v2.4.3,05-12-2024,Active
A-5925,EchoLLM,Claude 3,v4.6.9,11-12-2024,Active
A-5926,CodeGPT,Mistral-7B,v2.7.1,02-08-2024,Testing
A-5927,CodeCore,HyperNova,v3.3.4,24-05-2024,Disabled
A-5928,HyperCore,QuantumAI,v3.7.3,03-11-2025,Active
A-5929,ChatMind,LLaMA-3 13B,v4.5.7,29-04-2024,Active
A-5930,SmartLLM,QuantumAI,v5.5.3,12-01-2025,Disabled
A-5931,EchoMind,Claude 2,v3.6.5,11-06-2025,Active
A-5932,UltraMind,QuantumAI,v3.3.2,01-03-2024,Active
A-5933,HyperGPT,Claude 3,v5.2.0,22-11-2024,Testing
A-5934,UltraCore,Claude 2,v1.2.8,05-10-2024,Active
A-5935,NeuroEngine,FinanceGPT,v4.8.5,23-06-2025,Active
A-5936,HyperMind,GPT-4o,v3.3.5,21-04-2025,Active
A-5937,SmartCore,FinanceGPT,v2.2.2,08-07-2024,Active
A-5938,EchoMind,LLaMA-3 7B,v2.7.8,29-01-2024,Active
A-5939,EchoLLM,GPT-4,v5.6.7,12-08-2025,Active
A-5940,HyperBot,LLaMA-3 70B,v2.9.6,18-05-2024,Testing
A-5941,DeepLLM,GPT-3.5 Turbo,v2.4.9,18-07-2024,Testing
A-5942,SmartCore,GPT-4,v3.4.7,15-06-2025,Active
A-5943,HyperBot,LLaMA-3 7B,v2.4.0,12-02-2024,Disabled
A-5944,SmartMind,GPT-3.5 Turbo,v3.6.1,14-07-2024,Active
A-5945,EchoCore,HyperNova,v1.4.4,06-05-2025,Active
A-5946,HyperBot,FinanceGPT,v3.8.0,01-11-2025,Testing
A-5947,UltraAI,GPT-3.5 Turbo,v1.4.7,25-11-2025,Active
A-5948,EchoAI,HyperNova,v2.6.8,25-01-2024,Active
A-5949,SmartBot,Mixtral-8B,v2.7.6,03-06-2025,Active
A-5950,TurboEngine,LLaMA-3 13B,v3.3.9,31-08-2024,Testing
A-5951,UltraGPT,Mixtral-8B,v3.3.5,08-05-2025,Active
A-5952,UltraLLM,GPT-3.5 Turbo,v4.0.5,28-08-2024,Active
A-5953,DeepMind,LLaMA-3 7B,v4.9.4,11-09-2024,Active
A-5954,NeuroCore,HyperNova,v4.0.6,02-07-2024,Testing
A-5955,HyperAI,GPT-3.5 Turbo,v3.6.5,12-05-2024,Testing
A-5956,SmartLLM,GPT-4,v5.9.8,13-05-2024,Active
A-5957,DeepAI,Mistral-7B,v1.2.1,25-03-2025,Active
A-5958,NanoAI,HyperNova,v4.2.2,14-04-2024,Testing
A-5959,TurboGPT,GPT-4o,v3.1.6,29-10-2024,Active
A-5960,DeepEngine,GPT-4o-finetune-v1,v4.7.7,01-03-2025,Testing
A-5961,ChatCore,LLaMA-3 13B,v1.6.4,31-05-2024,Disabled
A-5962,UltraBot,HyperNova,v3.4.2,03-09-2024,Disabled
A-5963,ChatEngine,LLaMA-3 7B,v5.8.4,05-08-2025,Active
A-5964,HyperBot,Claude 2,v4.9.1,02-04-2024,Active
A-5965,SmartGPT,GPT-4o-finetune-v1,v3.9.1,06-12-2024,Testing
A-5966,EchoEngine,LLaMA-3 70B,v1.4.0,19-04-2024,Active
A-5967,DeepBot,GPT-4o-finetune-v1,v5.1.8,25-11-2024,Disabled
A-5968,NanoEngine,GPT-3.5 Turbo,v5.2.9,23-02-2024,Active
A-5969,UltraMind,GPT-3.5 Turbo,v4.4.4,30-05-2025,Active
A-5970,CodeCore,Mistral-7B,v3.6.8,23-09-2025,Active
A-5971,HyperEngine,GPT-4,v5.8.8,01-08-2025,Disabled
A-5972,TurboEngine,GPT-4,v1.1.1,09-09-2024,Testing
A-5973,ChatGPT,HyperNova,v2.7.7,09-01-2024,Active
A-5974,HyperBot,QuantumAI,v3.3.0,16-01-2025,Active
A-5975,NeuroLLM,Claude 2,v4.1.9,16-05-2025,Disabled
A-5976,SmartCore,GPT-4o,v5.6.7,12-09-2024,Testing
A-5977,TurboEngine,FinanceGPT,v2.0.2,26-05-2024,Active
A-5978,NeuroBot,Mixtral-8B,v1.9.6,01-11-2024,Active
A-5979,NeuroGPT,HyperNova,v4.7.7,14-02-2025,Active
A-5980,NanoAI,Claude 2,v3.2.9,15-03-2024,Testing
A-5981,DeepEngine,CodeGen-v2,v1.7.2,01-08-2024,Active
A-5982,HyperGPT,GPT-4o-finetune-v1,v1.2.3,21-03-2025,Active
A-5983,DeepMind,GPT-4o-finetune-v1,v4.5.3,11-07-2024,Active
A-5984,UltraCore,Mixtral-8B,v1.5.5,18-08-2024,Active
A-5985,TurboBot,LLaMA-3 13B,v3.2.3,22-02-2024,Active
A-5986,SmartEngine,GPT-4,v4.0.6,28-01-2025,Active
A-5987,NanoBot,GPT-4o,v3.7.2,18-07-2024,Active
A-5988,NeuroLLM,GPT-3.5 Turbo,v5.2.9,17-08-2024,Active
A-5989,DeepBot,Claude 3,v1.0.1,15-01-2024,Testing
A-5990,ChatAI,Claude 3,v2.0.0,04-07-2024,Disabled
A-5991,NeuroMind,Mistral-7B,v3.4.8,09-10-2024,Active
A-5992,TurboCore,Claude 3,v1.2.3,26-05-2025,Active
A-5993,EchoAI,Mistral-7B,v3.5.9,21-01-2024,Testing
A-5994,TurboGPT,GPT-3.5 Turbo,v2.4.2,07-07-2025,Active
A-5995,SmartEngine,Mistral-7B,v1.1.5,06-02-2025,Active
A-5996,NeuroEngine,Claude 3,v4.6.8,29-06-2024,Active
A-5997,EchoCore,Claude 3,v4.7.0,03-05-2024,Disabled
A-5998,NanoGPT,LLaMA-3 70B,v2.9.6,15-02-2024,Active
A-5999,DeepCore,LLaMA-3 70B,v3.7.8,08-12-2024,Disabled
A-6000,UltraCore,GPT-4o-finetune-v1,v1.3.5,21-08-2025,Active
A-6001,TurboMind,GPT-4,v3.7.1,19-06-2024,Active
A-6002,HyperMind,LLaMA-3 70B,v4.1.1,12-11-2025,Active
A-6003,ChatEngine,GPT-4,v1.4.7,05-04-2025,Disabled
A-6004,NanoAI,GPT-4o-finetune-v1,v2.4.5,25-01-2024,Testing
A-6005,DeepBot,QuantumAI,v1.2.7,30-09-2025,Testing
A-6006,EchoCore,FinanceGPT,v5.3.0,09-03-2024,Testing
A-6007,CodeLLM,Claude 3,v4.1.8,10-11-2024,Active
A-6008,ChatEngine,QuantumAI,v1.9.6,22-06-2024,Testing
A-6009,NeuroLLM,LLaMA-3 70B,v1.9.4,13-10-2025,Disabled
A-6010,NanoCore,Mixtral-8B,v5.1.1,30-06-2025,Testing
A-6011,NanoEngine,Mistral-7B,v4.2.4,05-01-2025,Active
A-6012,ChatEngine,LLaMA-3 13B,v2.8.6,26-07-2025,Testing
A-6013,UltraGPT,HyperNova,v1.8.4,19-10-2025,Active
A-6014,TurboMind,Mixtral-8B,v4.4.7,09-03-2024,Active
A-6015,UltraMind,QuantumAI,v2.3.3,26-10-2024,Active
A-6016,TurboAI,LLaMA-3 7B,v4.6.1,06-04-2024,Active
A-6017,NeuroGPT,GPT-4,v2.8.5,23-01-2024,Active
A-6018,TurboCore,LLaMA-3 70B,v1.0.0,17-06-2025,Disabled
A-6019,ChatBot,GPT-3.5 Turbo,v4.1.6,05-05-2025,Active
A-6020,CodeEngine,GPT-4,v4.3.5,12-08-2025,Active
A-6021,NeuroEngine,GPT-4o-finetune-v1,v2.4.5,30-09-2024,Active
A-6022,SmartAI,LLaMA-3 7B,v3.7.8,15-11-2024,Disabled
A-6023,SmartEngine,Claude 2,v1.5.5,12-02-2024,Active
A-6024,DeepLLM,Claude 3,v5.9.2,15-03-2024,Active
A-6025,ChatGPT,FinanceGPT,v5.1.1,24-08-2024,Testing
A-6026,UltraGPT,LLaMA-3 70B,v3.6.9,12-09-2024,Disabled
A-6027,ChatMind,Mixtral-8B,v1.1.4,30-08-2025,Testing
A-6028,CodeEngine,FinanceGPT,v5.0.8,14-12-2024,Testing
A-6029,EchoBot,Mixtral-8B,v2.3.0,24-11-2025,Testing
A-6030,DeepEngine,GPT-3.5 Turbo,v1.0.5,03-08-2024,Disabled
A-6031,TurboBot,GPT-4o-finetune-v1,v3.0.7,09-06-2025,Active
A-6032,TurboBot,Mixtral-8B,v2.9.5,01-08-2025,Active
A-6033,HyperMind,LLaMA-3 70B,v1.5.0,19-11-2025,Active
A-6034,TurboLLM,HyperNova,v5.2.3,31-07-2025,Disabled
A-6035,HyperCore,Claude 2,v5.6.0,03-01-2024,Active
A-6036,TurboEngine,Claude 3,v2.6.8,03-01-2024,Active
A-6037,CodeEngine,GPT-3.5 Turbo,v1.3.3,13-06-2024,Disabled
A-6038,UltraCore,Mixtral-8B,v4.6.5,10-08-2024,Disabled
A-6039,EchoEngine,QuantumAI,v5.2.3,30-03-2024,Active
A-6040,TurboGPT,Mistral-7B,v4.8.0,11-07-2025,Active
A-6041,SmartEngine,Mistral-7B,v2.2.2,19-12-2024,Testing
A-6042,NeuroGPT,GPT-4o-finetune-v1,v2.3.0,12-09-2025,Active
A-6043,DeepCore,Claude 2,v2.8.3,07-05-2025,Active
A-6044,DeepBot,GPT-3.5 Turbo,v4.6.1,07-09-2025,Active
A-6045,NeuroAI,GPT-4,v2.6.3,04-06-2024,Active
A-6046,NeuroCore,GPT-3.5 Turbo,v1.8.0,13-12-2024,Active
A-6047,UltraAI,CodeGen-v2,v4.1.9,04-10-2025,Disabled
A-6048,SmartMind,LLaMA-3 7B,v1.1.5,15-05-2024,Disabled
A-6049,NanoBot,LLaMA-3 70B,v3.5.6,31-05-2024,Disabled
A-6050,UltraGPT,Mistral-7B,v4.9.4,06-05-2024,Active
A-6051,HyperMind,GPT-3.5 Turbo,v1.1.1,24-08-2024,Active
A-6052,NeuroGPT,GPT-4o,v2.6.9,15-05-2024,Disabled
A-6053,UltraMind,FinanceGPT,v5.7.7,27-09-2024,Disabled
A-6054,UltraAI,HyperNova,v4.0.9,17-10-2024,Active
A-6055,CodeCore,Claude 3,v3.9.5,21-12-2024,Active
A-6056,UltraMind,HyperNova,v5.6.3,03-08-2024,Active
A-6057,UltraCore,LLaMA-3 13B,v4.3.0,26-02-2025,Active
A-6058,UltraAI,GPT-4,v4.1.9,28-06-2025,Active
A-6059,TurboEngine,Claude 2,v1.1.1,12-10-2024,Active
A-6060,NeuroGPT,Mixtral-8B,v1.8.5,01-06-2025,Active
A-6061,NeuroEngine,LLaMA-3 7B,v2.5.6,24-02-2024,Active
A-6062,NeuroEngine,HyperNova,v1.6.6,21-09-2025,Active
A-6063,UltraEngine,GPT-4,v2.2.6,06-03-2024,Active
A-6064,UltraAI,LLaMA-3 7B,v4.2.8,16-08-2024,Disabled
A-6065,DeepLLM,CodeGen-v2,v1.2.3,23-07-2025,Disabled
A-6066,DeepCore,GPT-3.5 Turbo,v4.9.8,11-03-2024,Active
A-6067,HyperMind,Mixtral-8B,v4.0.3,31-08-2025,Testing
A-6068,UltraCore,Mixtral-8B,v1.6.3,07-08-2024,Active
A-6069,EchoBot,GPT-4o-finetune-v1,v5.5.8,01-09-2025,Testing
A-6070,EchoEngine,LLaMA-3 7B,v1.8.7,11-07-2024,Active
A-6071,HyperLLM,QuantumAI,v5.3.7,10-10-2024,Testing
A-6072,UltraGPT,Claude 3,v5.0.2,03-01-2024,Disabled
A-6073,NanoGPT,QuantumAI,v3.5.8,27-11-2024,Testing
A-6074,EchoLLM,CodeGen-v2,v3.6.7,25-05-2025,Testing
A-6075,HyperBot,FinanceGPT,v5.5.1,10-02-2024,Disabled
A-6076,UltraCore,CodeGen-v2,v3.3.2,20-08-2025,Testing
A-6077,ChatAI,GPT-4,v3.0.7,28-10-2024,Active
A-6078,ChatLLM,GPT-3.5 Turbo,v4.0.4,02-03-2025,Testing
A-6079,UltraMind,LLaMA-3 7B,v4.5.1,05-01-2025,Active
A-6080,NanoEngine,Claude 2,v5.9.9,25-05-2025,Active
A-6081,SmartMind,GPT-4o-finetune-v1,v3.0.0,20-08-2025,Active
A-6082,CodeAI,LLaMA-3 7B,v1.0.6,22-05-2025,Active
A-6083,UltraAI,GPT-3.5 Turbo,v1.5.1,10-05-2025,Testing
A-6084,UltraBot,CodeGen-v2,v5.5.7,25-08-2025,Disabled
A-6085,NanoLLM,QuantumAI,v2.0.4,20-10-2024,Testing
A-6086,ChatMind,CodeGen-v2,v2.2.1,08-06-2025,Active
A-6087,CodeEngine,FinanceGPT,v1.5.4,24-05-2025,Disabled
A-6088,SmartCore,GPT-4,v3.9.3,17-02-2024,Disabled
A-6089,DeepLLM,QuantumAI,v3.2.8,27-08-2024,Testing
A-6090,ChatCore,GPT-4o-finetune-v1,v3.0.0,06-10-2025,Disabled
A-6091,DeepGPT,GPT-4,v1.1.7,27-05-2024,Active
A-6092,NeuroMind,QuantumAI,v5.8.3,08-10-2024,Active
A-6093,HyperMind,GPT-4,v1.9.4,26-04-2024,Testing
A-6094,ChatBot,GPT-4,v4.5.9,05-05-2024,Active
A-6095,NeuroGPT,GPT-4,v3.4.6,04-12-2024,Active
A-6096,HyperCore,GPT-3.5 Turbo,v2.7.3,05-10-2024,Disabled
A-6097,UltraLLM,Mixtral-8B,v4.6.6,23-08-2024,Active
A-6098,TurboEngine,Mixtral-8B,v3.9.9,25-07-2025,Active
A-6099,NanoGPT,Mistral-7B,v3.5.1,16-09-2025,Active
A-6100,CodeLLM,CodeGen-v2,v1.6.8,12-02-2025,Active
A-6101,HyperGPT,GPT-4o-finetune-v1,v4.9.6,28-10-2025,Active
A-6102,UltraBot,HyperNova,v3.2.7,13-06-2024,Active
A-6103,EchoAI,Claude 3,v5.0.4,25-07-2024,Testing
A-6104,NanoCore,LLaMA-3 13B,v4.3.7,13-03-2024,Testing
A-6105,CodeLLM,LLaMA-3 70B,v3.6.3,02-09-2024,Active
A-6106,CodeEngine,QuantumAI,v5.9.8,07-01-2024,Testing
A-6107,NanoCore,GPT-4,v5.9.0,09-01-2025,Disabled
A-6108,HyperMind,Mistral-7B,v2.9.6,22-08-2025,Active
A-6109,HyperMind,Claude 2,v4.4.7,04-06-2025,Testing
A-6110,EchoCore,GPT-3.5 Turbo,v3.4.0,13-05-2025,Testing
A-6111,UltraBot,HyperNova,v1.6.8,26-05-2024,Disabled
A-6112,ChatMind,Claude 3,v1.6.9,04-01-2024,Testing
A-6113,NeuroCore,GPT-4o,v2.9.4,04-10-2025,Disabled
A-6114,ChatGPT,GPT-4o-finetune-v1,v3.4.7,21-07-2024,Disabled
A-6115,SmartBot,GPT-3.5 Turbo,v2.5.7,24-12-2024,Active
A-6116,NeuroGPT,Claude 3,v2.8.6,09-08-2024,Testing
A-6117,UltraBot,FinanceGPT,v5.1.6,23-01-2025,Active
A-6118,NanoLLM,CodeGen-v2,v3.6.6,18-01-2024,Disabled
A-6119,DeepLLM,QuantumAI,v5.5.5,15-09-2025,Active
A-6120,SmartBot,Claude 3,v1.9.3,07-08-2025,Disabled
A-6121,NeuroLLM,CodeGen-v2,v3.9.8,05-06-2024,Active
A-6122,UltraEngine,GPT-4,v3.7.9,09-09-2025,Active
A-6123,UltraEngine,Mistral-7B,v3.7.4,17-11-2025,Disabled
A-6124,DeepAI,LLaMA-3 13B,v2.3.1,29-07-2025,Active
A-6125,SmartGPT,GPT-4o-finetune-v1,v1.3.5,11-08-2025,Disabled
A-6126,DeepGPT,Mixtral-8B,v2.2.3,02-08-2025,Disabled
A-6127,EchoMind,Mistral-7B,v2.5.3,22-12-2024,Disabled
A-6128,CodeMind,Claude 2,v1.3.2,18-05-2025,Testing
A-6129,HyperLLM,GPT-4,v4.5.1,31-03-2024,Active
A-6130,NeuroLLM,Mistral-7B,v1.4.5,13-08-2025,Disabled
A-6131,CodeGPT,GPT-4,v1.1.3,07-05-2024,Disabled
A-6132,SmartBot,GPT-4o,v1.0.4,15-10-2024,Testing
A-6133,DeepLLM,CodeGen-v2,v1.7.9,15-03-2025,Disabled
A-6134,TurboMind,GPT-3.5 Turbo,v2.9.1,24-05-2025,Disabled
A-6135,NeuroMind,CodeGen-v2,v2.3.2,25-03-2025,Active
A-6136,ChatLLM,QuantumAI,v3.0.6,04-09-2025,Active
A-6137,NeuroGPT,Mistral-7B,v3.8.1,03-11-2025,Active
A-6138,NeuroGPT,Mistral-7B,v4.0.9,15-02-2025,Active
A-6139,CodeMind,CodeGen-v2,v1.8.1,24-10-2025,Active
A-6140,EchoLLM,LLaMA-3 70B,v3.0.9,17-06-2025,Testing
A-6141,UltraMind,Claude 3,v3.6.2,06-03-2025,Disabled
A-6142,ChatAI,GPT-4,v4.9.5,15-04-2025,Disabled
A-6143,HyperMind,LLaMA-3 70B,v3.1.8,16-06-2025,Active
A-6144,SmartLLM,LLaMA-3 7B,v2.1.8,18-09-2025,Testing
A-6145,HyperBot,QuantumAI,v4.3.1,24-10-2024,Active
A-6146,SmartGPT,GPT-4,v3.6.8,18-11-2024,Active
A-6147,TurboCore,FinanceGPT,v1.1.9,30-03-2024,Active
A-6148,EchoAI,Claude 3,v5.9.4,07-03-2025,Testing
A-6149,SmartLLM,Mixtral-8B,v1.9.4,12-01-2024,Active
A-6150,SmartCore,CodeGen-v2,v3.9.2,05-02-2024,Disabled
A-6151,TurboEngine,Mixtral-8B,v1.5.3,23-05-2024,Active
A-6152,TurboLLM,LLaMA-3 7B,v5.0.3,15-02-2024,Disabled
A-6153,SmartGPT,Mistral-7B,v3.4.0,27-01-2025,Testing
